date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
2013-01-25,1.95,0.32,2.36,1.33,2.44,0.47,3.87,8.16,303.78,5.24
2013-01-26,7.05,0.27,3.16,2.76,5.05,0.41,4.01,30.48,274.26,5.32
2013-01-27,0.98,0.41,4.22,3.90,7.14,0.62,4.48,19.59,304.68,6.77
2013-01-28,1.88,0.63,4.26,2.52,4.61,0.92,4.27,21.33,301.56,8.10
2013-01-29,5.30,0.70,6.05,3.11,5.70,0.99,4.86,9.10,322.42,8.23
2013-01-30,16.61,1.24,5.62,6.63,12.13,1.65,4.41,20.24,311.88,14.42
2013-01-31,3.55,0.14,3.08,5.41,9.91,0.18,4.21,20.14,302.37,2.83
2013-02-01,0.84,0.34,2.40,4.56,8.34,0.49,3.83,24.64,292.49,4.78
2013-02-02,8.59,0.47,1.66,3.41,6.24,0.65,3.42,21.19,293.93,4.74
2013-02-03,6.38,0.64,4.82,4.77,8.73,0.93,4.52,24.20,307.54,8.42
2013-02-04,4.42,0.83,2.43,5.14,9.42,1.21,3.63,27.87,289.87,11.68
2013-02-05,2.37,0.60,3.28,4.18,7.65,0.91,4.10,25.77,299.50,9.40
2013-02-06,2.71,0.73,2.40,3.47,6.35,1.05,3.57,33.75,283.38,8.43
2013-02-07,3.45,0.30,1.36,2.79,5.11,0.39,3.46,21.59,296.60,3.06
2013-02-08,0.23,0.19,2.72,2.46,4.51,0.27,3.94,47.16,271.50,3.44
2013-02-09,0.10,0.18,2.17,1.84,3.37,0.22,3.79,31.80,289.98,2.44
2013-02-10,1.97,0.68,2.07,1.43,2.62,0.98,3.50,34.58,285.65,7.44
2013-02-11,0.26,0.81,2.55,1.39,2.55,1.09,3.42,27.06,297.28,6.42
2013-02-12,0.56,0.72,2.05,1.15,2.11,0.95,3.21,37.23,282.85,5.16
2013-02-13,15.57,0.65,1.77,2.78,5.09,0.98,3.52,13.67,299.83,9.03
2013-02-14,2.71,0.45,5.44,8.27,15.15,0.65,4.89,47.88,294.13,6.09
2013-02-15,0.51,0.40,5.31,5.06,9.26,0.53,4.72,46.16,296.17,4.06
2013-02-16,0.09,0.36,5.46,3.04,5.57,0.45,4.87,33.24,312.44,3.48
2013-02-17,0.00,0.32,5.83,2.18,4.00,0.32,4.91,73.42,272.87,3.49
2013-02-18,0.27,0.03,2.12,1.61,2.95,0.03,3.99,72.14,259.20,0.94
2013-02-19,0.39,0.08,1.84,1.24,2.27,0.09,4.10,51.76,280.29,1.64
2013-02-20,0.00,0.59,3.62,1.07,1.95,0.59,4.16,50.95,288.86,6.86
2013-02-21,0.00,0.76,1.65,0.94,1.72,0.76,3.12,67.41,261.30,5.23
2013-02-22,0.37,0.42,-0.12,0.83,1.52,0.54,2.84,58.97,262.90,2.83
2013-02-23,0.09,0.47,1.55,0.72,1.32,0.57,3.17,55.38,275.25,2.71
2013-02-24,0.13,0.23,1.37,0.65,1.20,0.29,3.63,62.82,272.44,1.92
2013-02-25,0.09,0.30,1.82,0.57,1.05,0.37,3.68,92.84,250.11,2.30
2013-02-26,0.00,0.38,1.49,0.52,0.94,0.38,3.50,104.69,239.75,2.67
2013-02-27,0.00,0.53,2.24,0.50,0.92,0.53,3.46,93.20,252.85,3.03
2013-02-28,0.09,0.57,5.30,0.48,0.88,0.71,4.68,40.94,313.96,4.18
2013-03-01,0.01,0.48,4.43,0.45,0.82,0.48,4.27,64.44,292.35,2.35
2013-03-02,0.35,0.64,6.34,0.44,0.80,0.83,5.09,49.30,315.13,4.78
2013-03-03,0.15,0.47,5.43,0.35,0.64,0.56,4.70,41.10,316.74,2.48
2013-03-04,0.00,0.51,4.52,0.33,0.60,0.51,4.36,46.63,308.63,2.80
2013-03-05,0.01,0.34,3.14,0.31,0.57,0.34,4.12,44.16,304.56,1.77
2013-03-06,0.46,0.82,4.63,0.26,0.48,1.09,4.34,46.70,310.32,6.69
2013-03-07,4.99,0.64,4.74,0.70,1.28,0.92,4.69,40.84,316.43,7.98
2013-03-08,0.79,1.03,3.59,0.85,1.56,1.38,3.86,42.70,307.95,9.32
2013-03-09,0.10,1.26,3.08,0.67,1.22,1.60,3.37,57.61,294.62,8.35
2013-03-10,0.48,1.45,0.30,0.46,0.85,1.79,2.28,94.83,254.48,7.42
2013-03-11,1.24,0.87,-1.12,0.45,0.82,1.06,2.26,113.76,239.96,3.27
2013-03-12,2.08,0.64,1.17,0.52,0.95,0.88,3.45,62.73,287.11,5.41
2013-03-13,2.21,0.72,0.27,0.61,1.11,0.93,3.17,113.01,254.84,4.32
2013-03-14,7.89,0.56,1.49,1.12,2.05,0.69,3.67,89.10,276.46,2.95
2013-03-15,0.49,0.69,4.35,1.91,3.49,0.87,4.48,80.45,296.41,4.21
2013-03-16,7.05,0.11,2.39,2.13,3.90,0.15,4.36,28.30,305.82,2.80
2013-03-17,6.60,0.55,3.69,3.63,6.65,0.76,4.46,56.90,307.72,5.52
2013-03-18,1.35,0.67,1.98,3.77,6.91,1.00,3.68,28.69,301.38,9.26
2013-03-19,1.75,1.04,0.81,2.33,4.27,1.32,2.93,89.31,273.63,5.99
2013-03-20,0.94,0.79,0.80,2.09,3.83,1.03,3.17,71.45,284.89,5.04
2013-03-21,0.69,0.85,0.10,1.53,2.79,1.09,2.98,99.95,268.01,4.77
2013-03-22,0.00,1.34,1.21,1.05,1.92,1.38,2.85,54.74,293.66,10.07
2013-03-23,0.10,1.49,0.59,0.93,1.69,1.88,2.54,55.97,289.02,10.65
2013-03-24,0.25,1.31,1.36,0.90,1.64,1.65,2.64,31.89,292.88,7.89
2013-03-25,0.15,1.27,1.70,0.76,1.39,1.53,2.88,104.69,273.72,5.21
2013-03-26,0.46,1.01,1.07,0.65,1.19,1.19,2.86,104.98,272.05,3.23
2013-03-27,1.33,0.85,0.41,0.54,1.00,0.98,2.80,105.61,269.93,2.24
2013-03-28,1.27,1.02,0.96,0.55,1.00,1.18,3.17,151.17,255.36,2.73
2013-03-29,0.51,1.02,0.25,0.52,0.95,1.19,2.96,151.98,252.33,2.85
2013-03-30,0.00,1.18,0.39,0.46,0.84,1.18,2.63,173.98,241.62,1.99
2013-03-31,0.00,1.33,0.38,0.39,0.71,1.33,2.58,185.05,237.55,2.81
2013-04-01,0.00,1.58,1.45,0.34,0.62,1.58,2.61,197.47,238.35,3.26
2013-04-02,0.09,0.78,1.94,0.32,0.58,0.88,3.05,73.91,294.33,1.85
2013-04-03,0.00,1.06,3.46,0.31,0.56,1.06,3.67,121.06,285.47,2.13
2013-04-04,0.23,1.02,3.50,0.29,0.53,1.16,3.90,116.44,289.41,2.83
2013-04-05,0.37,1.42,3.11,0.28,0.51,1.56,3.31,173.91,262.84,2.32
2013-04-06,0.43,1.14,1.83,0.29,0.52,1.32,3.28,137.29,273.31,3.09
2013-04-07,0.00,1.20,1.26,0.24,0.44,1.20,3.09,154.73,264.45,2.72
2013-04-08,0.87,1.24,1.13,0.22,0.41,1.43,3.06,158.00,263.38,3.24
2013-04-09,0.85,1.38,2.01,0.23,0.41,1.61,3.11,146.88,271.27,4.21
2013-04-10,2.45,1.03,3.21,0.28,0.51,1.26,3.85,100.53,297.23,4.49
2013-04-11,0.25,1.17,4.01,0.49,0.89,1.41,3.96,99.46,301.61,5.10
2013-04-12,0.00,1.17,3.30,0.41,0.75,1.17,3.83,142.42,283.92,2.16
2013-04-13,5.45,1.59,4.61,0.34,0.63,1.84,4.20,192.99,273.79,4.99
2013-04-14,0.35,1.80,9.84,0.81,1.49,2.09,6.13,150.43,316.64,7.51
2013-04-15,0.86,2.80,9.81,0.54,0.99,3.09,5.12,225.26,286.37,7.38
2013-04-16,0.98,1.89,8.60,0.48,0.88,2.23,5.30,118.98,320.76,9.73
2013-04-17,5.59,1.12,6.64,0.55,1.00,1.39,5.12,87.43,322.97,6.27
2013-04-18,4.29,1.25,7.06,1.05,1.93,1.54,5.33,114.00,317.12,6.89
2013-04-19,0.32,2.17,6.08,0.71,1.29,2.41,3.97,205.19,277.60,4.80
2013-04-20,0.05,2.08,8.41,0.43,0.78,2.22,4.77,126.61,317.29,6.65
2013-04-21,0.59,1.83,7.33,0.34,0.62,2.09,4.79,152.09,305.33,5.66
2013-04-22,2.92,1.92,7.21,0.41,0.76,2.25,4.78,148.32,306.50,8.95
2013-04-23,1.66,2.52,7.35,0.30,0.54,2.87,4.33,191.96,291.28,9.76
2013-04-24,0.56,2.20,6.90,0.25,0.45,2.47,4.46,202.46,287.76,6.21
2013-04-25,2.27,1.97,5.87,0.19,0.35,2.22,4.18,188.58,287.57,5.08
2013-04-26,3.65,1.46,4.31,0.20,0.37,1.69,4.24,168.49,289.15,4.55
2013-04-27,2.30,1.79,4.80,0.18,0.33,2.04,3.80,160.42,291.33,5.05
2013-04-28,5.53,1.87,6.00,0.25,0.46,2.20,4.47,176.14,295.01,8.36
2013-04-29,2.90,1.93,5.93,0.35,0.64,2.26,4.51,201.79,287.93,8.58
2013-04-30,1.15,2.37,6.05,0.27,0.49,2.62,3.72,201.80,284.12,5.16
2013-05-01,0.10,2.39,5.79,0.29,0.53,2.70,3.89,216.27,281.26,7.54
2013-05-02,15.34,1.14,3.81,0.90,1.65,1.32,4.11,118.00,303.50,3.19
2013-05-03,9.17,1.29,4.69,2.83,5.18,1.54,4.54,145.92,301.43,5.27
2013-05-04,1.16,1.43,5.74,2.50,4.58,1.70,4.65,130.81,310.33,6.00
2013-05-05,0.27,2.27,10.77,1.16,2.13,2.50,5.95,157.48,328.06,5.56
2013-05-06,2.00,1.31,9.19,0.78,1.43,1.47,6.12,107.34,335.64,3.25
2013-05-07,0.00,1.85,9.25,0.62,1.14,1.85,6.16,180.35,317.08,3.52
2013-05-08,0.94,1.91,9.74,0.49,0.89,2.16,6.11,162.04,324.07,5.82
2013-05-09,0.78,2.89,9.06,0.41,0.76,3.11,5.40,290.51,284.59,4.65
2013-05-10,4.04,1.64,7.79,0.37,0.67,1.81,5.70,169.35,313.76,3.12
2013-05-11,1.62,1.47,7.98,0.51,0.93,1.68,5.63,132.71,323.92,4.34
2013-05-12,0.59,1.87,7.66,0.38,0.69,2.12,5.12,164.41,313.11,5.37
2013-05-13,5.82,2.14,5.72,0.37,0.67,2.45,4.37,229.89,285.80,7.49
2013-05-14,5.05,2.20,7.27,0.50,0.92,2.50,4.86,211.42,298.96,7.11
2013-05-15,3.47,1.45,6.69,0.90,1.65,1.66,5.20,145.73,315.05,4.10
2013-05-16,0.00,2.79,7.14,0.69,1.26,2.79,4.77,305.11,274.72,4.17
2013-05-17,6.96,1.52,7.26,0.65,1.19,1.75,5.30,141.43,319.18,4.67
2013-05-18,0.76,1.00,8.63,2.06,3.78,1.25,6.52,107.64,335.81,6.31
2013-05-19,0.02,1.89,10.52,1.24,2.27,1.91,7.34,196.20,325.02,3.25
2013-05-20,0.31,1.19,10.57,0.99,1.81,1.39,7.30,109.47,345.06,4.49
2013-05-21,1.88,1.93,9.08,0.71,1.30,2.18,5.59,145.16,327.41,5.64
2013-05-22,4.41,2.40,6.58,0.83,1.51,2.71,4.53,244.53,289.08,7.57
2013-05-23,1.88,1.74,5.00,0.71,1.30,2.09,4.15,146.46,305.75,9.68
2013-05-24,0.09,2.32,7.55,0.57,1.05,2.51,5.00,228.46,299.44,4.03
2013-05-25,0.00,3.68,9.30,0.45,0.82,3.68,5.00,356.41,273.64,3.15
2013-05-26,0.11,2.34,10.22,0.33,0.60,2.52,5.89,188.57,323.34,4.06
2013-05-27,0.15,1.98,10.15,0.28,0.51,2.27,5.92,114.64,341.21,7.45
2013-05-28,0.00,2.90,10.52,0.26,0.48,2.90,6.02,257.86,308.60,5.42
2013-05-29,0.00,2.30,10.71,0.30,0.55,2.30,6.14,179.69,328.79,3.92
2013-05-30,0.00,2.87,11.56,0.24,0.44,2.87,6.42,237.48,319.42,4.36
2013-05-31,0.61,1.93,9.33,0.22,0.40,2.09,6.30,184.16,322.81,3.17
2013-06-01,3.23,2.44,9.00,0.19,0.35,2.61,5.35,216.63,309.76,3.27
2013-06-02,0.00,2.55,9.78,0.20,0.37,2.55,5.37,201.62,316.78,4.09
2013-06-03,0.05,2.53,12.18,0.17,0.31,2.61,6.79,201.39,331.30,2.75
2013-06-04,0.09,2.64,12.91,0.16,0.30,2.75,7.61,221.68,331.67,2.21
2013-06-05,0.08,2.39,10.41,0.17,0.31,2.54,6.31,211.84,320.48,3.20
2013-06-06,0.00,2.24,10.97,0.16,0.30,2.24,6.32,178.44,331.00,2.97
2013-06-07,0.00,2.85,11.35,0.15,0.28,2.85,6.62,252.50,315.70,3.45
2013-06-08,0.00,2.15,11.27,0.13,0.24,2.15,6.44,165.23,335.94,2.96
2013-06-09,0.00,2.12,10.76,0.12,0.22,2.12,6.40,172.15,332.08,3.21
2013-06-10,0.00,2.52,10.77,0.11,0.21,2.52,6.22,207.97,323.15,4.67
2013-06-11,3.00,2.42,10.88,0.11,0.19,2.64,6.39,198.89,326.34,5.01
2013-06-12,2.42,1.76,12.45,0.12,0.21,1.97,7.74,134.97,350.29,4.89
2013-06-13,0.38,2.66,11.63,0.13,0.23,2.92,6.38,190.58,331.52,6.44
2013-06-14,0.92,3.42,12.33,0.11,0.20,3.65,6.09,253.99,317.71,5.19
2013-06-15,0.75,1.68,10.95,0.11,0.20,1.90,7.01,137.20,342.43,4.90
2013-06-16,0.04,2.69,11.44,0.11,0.20,2.76,7.19,248.10,319.79,2.57
2013-06-17,0.08,2.13,11.87,0.10,0.19,2.24,7.48,184.34,336.55,2.32
2013-06-18,0.00,1.64,12.27,0.10,0.18,1.64,7.66,124.39,351.91,4.12
2013-06-19,0.29,2.87,12.39,0.09,0.17,3.06,6.28,203.66,331.41,3.87
2013-06-20,1.34,2.14,12.48,0.09,0.17,2.31,6.88,140.42,348.55,3.76
2013-06-21,4.01,1.59,12.78,0.10,0.17,1.69,8.07,126.08,354.09,2.05
2013-06-22,1.21,1.59,12.00,0.11,0.20,1.76,7.77,132.79,348.86,3.83
2013-06-23,10.97,1.19,10.84,0.15,0.28,1.42,7.55,114.89,347.23,5.84
2013-06-24,0.12,1.78,9.84,0.26,0.48,2.01,6.00,119.48,340.16,5.47
2013-06-25,0.60,1.99,10.89,0.20,0.36,2.13,6.14,144.66,339.04,2.73
2013-06-26,0.00,1.94,11.45,0.16,0.29,1.94,6.45,120.30,347.96,4.35
2013-06-27,4.93,2.39,12.02,0.13,0.24,2.52,7.00,195.01,333.70,2.57
2013-06-28,3.00,1.93,12.15,0.17,0.32,2.15,7.53,155.66,344.16,5.21
2013-06-29,0.87,2.37,11.43,0.18,0.32,2.59,6.22,157.53,338.26,5.00
2013-06-30,0.74,2.79,13.85,0.15,0.27,3.03,7.34,176.16,346.62,6.09
2013-07-01,0.73,2.75,11.28,0.13,0.24,2.98,6.13,209.81,324.11,5.20
2013-07-02,4.44,2.15,11.20,0.12,0.21,2.36,6.67,170.79,334.70,4.55
2013-07-03,0.00,2.34,13.18,0.12,0.22,2.34,7.65,176.44,343.65,4.53
2013-07-04,0.14,2.96,14.24,0.11,0.20,3.20,7.42,183.63,346.11,6.29
2013-07-05,0.00,3.63,14.24,0.10,0.18,3.63,7.08,253.73,327.49,5.98
2013-07-06,0.00,3.52,15.45,0.09,0.16,3.52,7.94,241.58,337.90,5.42
2013-07-07,0.00,3.49,13.35,0.09,0.16,3.49,6.82,276.84,316.91,3.63
2013-07-08,0.00,2.98,16.06,0.09,0.16,2.98,8.81,219.27,347.48,2.52
2013-07-09,0.23,2.68,15.58,0.08,0.15,2.86,8.97,195.30,350.99,4.60
2013-07-10,0.10,1.94,13.01,0.08,0.14,2.03,7.76,151.17,348.21,2.13
2013-07-11,0.00,2.87,15.11,0.08,0.15,2.87,8.93,232.23,340.20,1.76
2013-07-12,0.45,2.91,16.86,0.08,0.14,3.04,9.34,204.34,354.61,3.04
2013-07-13,0.00,2.20,12.77,0.06,0.12,2.20,7.25,149.55,346.55,4.99
2013-07-14,0.14,2.44,13.76,0.06,0.12,2.66,7.43,148.32,351.43,5.43
2013-07-15,0.00,2.70,15.89,0.06,0.11,2.70,8.86,167.08,357.92,6.73
2013-07-16,0.00,2.98,17.53,0.06,0.10,2.98,9.19,159.12,367.68,5.39
2013-07-17,0.00,2.63,16.70,0.06,0.10,2.63,9.24,158.10,363.79,5.18
2013-07-18,0.00,3.58,18.42,0.05,0.09,3.58,10.03,230.80,355.11,5.59
2013-07-19,0.00,3.46,15.48,0.05,0.10,3.46,8.55,276.79,328.08,3.34
2013-07-20,0.00,3.58,14.90,0.05,0.10,3.58,8.34,300.10,319.09,3.20
2013-07-21,0.00,2.65,14.68,0.05,0.10,2.65,8.23,192.53,344.29,4.61
2013-07-22,0.00,2.43,13.89,0.05,0.09,2.43,8.34,203.02,338.29,4.81
2013-07-23,2.05,1.83,15.36,0.05,0.10,2.00,9.72,148.12,358.62,4.13
2013-07-24,1.50,1.66,16.59,0.06,0.11,1.82,10.62,128.88,368.20,4.00
2013-07-25,8.52,1.24,15.25,0.06,0.11,1.38,10.22,109.30,365.79,3.50
2013-07-26,0.11,1.47,15.13,0.07,0.12,1.61,10.07,130.57,360.66,3.08
2013-07-27,1.85,2.60,14.82,0.07,0.12,2.73,9.25,227.84,336.57,2.87
2013-07-28,16.85,0.56,13.33,0.11,0.20,0.68,9.08,56.91,358.95,3.84
2013-07-29,8.31,2.78,14.59,0.15,0.27,2.89,8.94,242.71,330.59,2.36
2013-07-30,0.86,2.62,14.48,0.22,0.41,2.79,8.30,208.21,336.85,3.79
2013-07-31,2.74,2.48,13.73,0.19,0.35,2.63,7.79,197.72,334.95,3.18
2013-08-01,6.66,0.50,13.72,0.23,0.41,0.62,9.45,55.97,360.50,3.99
2013-08-02,0.36,3.12,17.47,0.43,0.78,3.31,9.73,218.47,347.67,5.05
2013-08-03,0.93,2.96,14.84,0.26,0.48,3.21,7.81,187.53,340.56,7.03
2013-08-04,0.00,3.16,14.40,0.17,0.31,3.16,7.12,207.17,330.52,5.61
2013-08-05,0.96,2.27,12.69,0.13,0.24,2.38,7.12,189.59,328.49,2.08
2013-08-06,2.37,2.32,12.99,0.11,0.21,2.48,7.07,174.21,333.69,3.40
2013-08-07,1.06,1.29,12.08,0.12,0.22,1.39,7.94,113.12,348.13,1.88
2013-08-08,0.14,1.99,13.45,0.12,0.22,2.10,8.28,173.44,337.67,2.35
2013-08-09,1.07,1.58,13.90,0.10,0.18,1.73,8.53,122.14,353.81,3.31
2013-08-10,3.31,1.90,12.57,0.10,0.18,2.05,7.17,142.38,340.11,3.18
2013-08-11,8.90,1.92,11.88,0.11,0.20,2.10,7.18,162.73,330.68,3.91
2013-08-12,2.64,1.76,11.74,0.17,0.32,1.96,7.29,152.40,332.99,4.33
2013-08-13,0.55,1.79,11.95,0.20,0.37,1.94,6.83,135.69,337.66,3.02
2013-08-14,3.90,2.26,14.35,0.17,0.31,2.41,8.13,178.17,336.97,3.35
2013-08-15,2.13,1.71,15.54,0.17,0.32,1.84,9.58,138.87,355.19,2.72
2013-08-16,2.50,2.22,14.11,0.16,0.29,2.40,7.91,167.89,337.62,3.92
2013-08-17,3.12,1.92,13.83,0.15,0.28,2.15,8.06,129.11,348.34,5.94
2013-08-18,0.01,2.22,12.19,0.12,0.22,2.23,6.70,122.79,340.58,8.11
2013-08-19,0.00,2.50,13.09,0.09,0.17,2.50,6.76,146.22,336.14,6.40
2013-08-20,4.05,1.77,13.68,0.08,0.15,1.95,7.55,104.19,354.01,4.03
2013-08-21,0.07,1.48,14.36,0.09,0.16,1.56,9.27,134.73,348.45,2.88
2013-08-22,0.02,1.30,14.16,0.09,0.16,1.35,9.21,116.00,352.61,4.92
2013-08-23,2.55,1.30,15.34,0.08,0.14,1.48,9.60,91.91,365.00,4.70
2013-08-24,0.28,0.63,13.64,0.08,0.14,0.71,9.28,63.97,360.12,2.38
2013-08-25,0.09,1.87,14.73,0.08,0.14,1.96,9.35,177.46,335.14,2.18
2013-08-26,5.02,1.79,14.46,0.07,0.14,1.92,8.80,158.44,338.30,2.85
2013-08-27,0.16,1.17,13.35,0.08,0.14,1.31,8.46,95.10,353.32,3.29
2013-08-28,0.14,1.20,11.50,0.08,0.15,1.33,7.03,93.10,344.17,2.56
2013-08-29,0.67,0.76,13.70,0.08,0.14,0.89,8.36,44.49,361.25,3.36
2013-08-30,0.82,1.77,13.89,0.06,0.12,1.99,8.13,126.26,343.35,5.46
2013-08-31,1.37,2.37,11.13,0.05,0.09,2.65,5.80,141.35,319.40,7.40
2013-09-01,3.43,1.55,12.62,0.05,0.10,1.84,7.58,77.19,353.97,8.76
2013-09-02,1.08,1.69,15.66,0.06,0.10,1.94,9.59,120.85,352.55,7.36
2013-09-03,0.00,1.98,15.79,0.06,0.10,1.98,8.86,138.71,344.83,4.24
2013-09-04,0.45,2.21,15.10,0.05,0.10,2.40,7.93,140.57,338.39,4.74
2013-09-05,0.96,1.74,11.67,0.06,0.11,1.90,6.57,152.98,314.49,3.15
2013-09-06,7.24,1.15,9.04,0.06,0.11,1.36,5.88,79.11,332.67,4.54
2013-09-07,0.47,1.41,12.04,0.11,0.19,1.66,7.62,127.51,328.22,6.37
2013-09-08,0.00,1.66,11.57,0.13,0.24,1.66,6.80,158.03,309.92,3.37
2013-09-09,0.19,1.34,10.11,0.10,0.19,1.47,6.61,151.20,305.98,2.65
2013-09-10,3.52,1.34,11.79,0.08,0.15,1.56,7.11,83.03,343.13,5.55
2013-09-11,0.58,0.74,12.17,0.09,0.16,0.86,8.06,62.58,353.78,2.97
2013-09-12,2.71,0.98,11.84,0.11,0.20,1.12,7.67,89.41,340.11,3.26
2013-09-13,1.31,0.87,8.90,0.15,0.28,0.99,5.90,70.01,332.69,2.57
2013-09-14,5.56,1.29,9.39,0.18,0.32,1.46,5.92,130.88,304.84,3.29
2013-09-15,2.60,1.29,9.67,0.27,0.50,1.58,6.18,76.22,332.51,7.84
2013-09-16,13.17,1.07,7.79,0.34,0.63,1.36,5.57,70.47,325.35,7.81
2013-09-17,7.42,1.39,9.07,1.64,3.00,1.67,5.84,116.05,307.74,6.96
2013-09-18,1.01,1.15,8.75,1.23,2.25,1.40,5.89,101.69,313.06,5.89
2013-09-19,0.65,0.63,8.65,0.73,1.33,0.72,6.14,59.39,334.13,2.08
2013-09-20,0.45,1.07,10.86,0.47,0.86,1.26,6.84,88.82,329.16,4.38
2013-09-21,4.08,1.24,12.80,0.33,0.61,1.42,7.44,78.38,343.32,4.28
2013-09-22,0.40,1.39,15.72,0.28,0.51,1.63,9.47,80.10,356.86,7.06
2013-09-23,1.30,0.95,14.35,0.23,0.41,1.07,8.94,92.09,343.51,2.90
2013-09-24,5.50,0.55,11.55,0.54,0.99,0.69,7.93,49.85,350.39,4.37
2013-09-25,0.09,0.94,9.27,1.33,2.44,1.11,6.14,89.32,316.22,4.11
2013-09-26,0.00,0.93,8.05,0.70,1.27,0.93,5.52,132.14,282.86,2.38
2013-09-27,1.75,0.61,11.22,0.45,0.82,0.70,7.49,61.56,341.36,2.55
2013-09-28,0.48,0.45,12.82,0.37,0.67,0.52,8.73,55.39,351.94,2.12
2013-09-29,0.00,1.22,12.11,0.30,0.55,1.22,7.31,109.46,314.42,5.46
2013-09-30,0.00,1.44,11.58,0.24,0.43,1.44,6.81,126.15,298.50,6.72
2013-10-01,0.00,1.98,11.83,0.19,0.35,1.98,6.13,114.77,300.22,7.73
2013-10-02,1.61,1.38,12.17,0.16,0.29,1.67,7.14,46.21,351.45,8.21
2013-10-03,9.21,0.63,13.29,0.21,0.39,0.83,8.81,42.41,358.72,6.79
2013-10-04,0.42,0.61,13.29,1.03,1.88,0.75,8.63,52.86,351.60,3.98
2013-10-05,0.00,0.86,11.91,0.64,1.18,0.86,7.23,52.09,344.09,4.06
2013-10-06,0.74,1.24,14.89,0.40,0.74,1.44,8.42,47.19,361.64,5.21
2013-10-07,0.85,0.81,15.31,0.31,0.57,0.98,9.54,39.75,367.74,5.24
2013-10-08,2.88,0.80,12.48,0.26,0.48,1.01,7.90,51.12,345.63,5.70
2013-10-09,6.30,1.04,6.95,0.42,0.76,1.35,5.05,59.48,308.66,8.52
2013-10-10,0.00,1.23,6.99,0.73,1.33,1.23,4.66,48.84,315.13,7.16
2013-10-11,0.00,0.47,6.63,0.47,0.85,0.47,4.81,63.95,300.48,1.89
2013-10-12,0.00,0.50,7.45,0.33,0.60,0.50,5.51,59.68,308.86,3.11
2013-10-13,0.18,0.43,8.56,0.27,0.49,0.55,6.25,36.31,334.10,3.68
2013-10-14,0.29,0.31,9.99,0.24,0.44,0.39,6.99,26.83,343.23,3.32
2013-10-15,0.27,0.20,8.66,0.22,0.41,0.23,6.49,47.75,323.50,1.38
2013-10-16,1.98,0.27,7.66,0.21,0.38,0.35,6.08,39.16,325.14,3.10
2013-10-17,0.71,0.25,7.68,0.24,0.44,0.32,5.80,17.40,331.61,3.11
2013-10-18,15.17,0.83,8.31,0.38,0.69,1.05,5.49,37.96,325.89,5.31
2013-10-19,9.73,0.20,10.72,9.62,17.62,0.31,7.66,16.58,346.99,6.55
2013-10-20,0.59,0.19,10.71,4.36,7.98,0.26,7.75,35.28,340.76,3.97
2013-10-21,3.86,0.31,11.01,2.42,4.44,0.39,7.56,40.95,335.58,3.74
2013-10-22,0.88,0.22,11.49,2.38,4.35,0.27,7.96,33.98,344.00,3.10
2013-10-23,1.28,0.59,10.22,1.93,3.53,0.80,6.89,32.58,337.91,6.35
2013-10-24,0.05,0.92,7.64,1.22,2.23,1.02,5.06,43.89,308.65,6.24
2013-10-25,6.13,0.23,9.51,2.29,4.20,0.33,6.84,14.26,341.09,4.77
2013-10-26,1.68,0.58,8.98,2.39,4.38,0.75,6.06,29.84,331.55,4.74
2013-10-27,5.42,0.63,8.93,2.27,4.16,0.82,5.94,37.09,321.21,5.13
2013-10-28,5.29,0.34,8.04,2.42,4.44,0.46,5.96,39.20,313.92,4.44
2013-10-29,10.43,0.38,7.31,3.88,7.11,0.52,5.55,41.87,304.97,4.77
2013-10-30,2.09,0.46,6.96,4.07,7.45,0.63,5.33,35.75,309.49,5.09
2013-10-31,1.51,0.66,6.58,2.86,5.23,0.90,5.00,34.38,307.38,6.43
2013-11-01,2.24,0.74,6.65,2.30,4.20,1.02,5.01,36.02,303.83,7.72
2013-11-02,54.80,0.28,5.26,9.27,16.97,0.40,4.88,11.54,319.14,4.55
2013-11-03,10.09,0.65,5.87,19.86,36.36,0.98,5.02,23.22,317.16,10.14
2013-11-04,0.86,0.52,5.06,9.68,17.72,0.72,4.49,30.18,300.34,5.45
2013-11-05,0.47,0.02,1.69,5.72,10.48,0.03,3.75,37.01,272.67,2.17
2013-11-06,0.30,0.29,4.41,4.54,8.31,0.42,4.44,38.52,281.65,4.87
2013-11-07,1.15,0.44,4.26,3.79,6.93,0.62,4.28,29.80,293.15,5.39
2013-11-08,0.04,0.48,5.06,3.34,6.12,0.58,4.41,36.78,283.07,5.66
2013-11-09,1.27,0.04,2.07,2.87,5.26,0.06,3.75,39.16,263.52,2.98
2013-11-10,11.64,0.40,3.92,2.51,4.60,0.55,3.78,37.04,271.35,4.11
2013-11-11,2.92,0.87,8.07,3.94,7.21,1.14,5.26,25.53,313.89,7.06
2013-11-12,4.45,0.77,5.80,3.02,5.52,1.07,4.57,27.96,296.21,8.15
2013-11-13,4.56,0.67,6.93,2.66,4.86,0.90,5.13,16.40,324.38,6.42
2013-11-14,3.11,0.80,6.07,3.00,5.50,1.09,4.66,20.42,310.13,7.70
2013-11-15,0.00,0.96,9.69,2.43,4.44,0.96,6.15,14.58,340.62,8.51
2013-11-16,2.12,1.10,9.97,1.89,3.46,1.40,6.01,20.62,327.55,8.80
